customer_id,national_id,first_name,last_name,full_name,gender,date_of_birth,marital_status,occupation,monthly_income_thb,preferred_language,onboarding_date,is_active
CUS0005043,4-6434-38285-87-4,กษิดิฐ,นิระหานี,กษิดิฐ นิระหานี,M,1952-10-25,Widowed,แพทย์,780101.83,TH,2021-05-08,True
CUS0005044,2-2802-53340-19-2,สุภาลินี,นักรบ,สุภาลินี นักรบ,F,2005-06-24,Single,ฟรีแลนซ์,227389.43,TH,2022-04-11,True
CUS0005045,6-4614-13308-83-0,ฐิติกุล,ศรีอุ่น,ฐิติกุล ศรีอุ่น,F,1971-06-05,Single,พนักงานธนาคาร,68407.73,TH,2018-10-15,True
CUS0005046,5-4536-48591-10-2,ศรายุธ,นิติสาขา,ศรายุธ นิติสาขา,M,1965-10-25,Married,เกษตรกร,137996.88,EN,2026-04-19,True
CUS0005047,6-1483-32149-65-9,นิชนันท์,บัวเผื่อน,นิชนันท์ บัวเผื่อน,M,1996-02-11,Widowed,เกษียณ,1343080.52,TH,2023-09-17,True
CUS0005048,1-2005-38176-59-6,พรพิไล,บุญญาภิรมย์,พรพิไล บุญญาภิรมย์,F,1979-05-25,Married,แพทย์,70431.02,TH,2023-10-02,True
CUS0005049,5-8305-64814-15-8,พิชญ์สินี,ตัณสถิตย์,พิชญ์สินี ตัณสถิตย์,F,1969-10-04,Widowed,เกษตรกร,85581.36,TH,2023-04-05,True
CUS0005050,7-6413-33643-32-5,วรดาพร,บุญญาภิรมย์,วรดาพร บุญญาภิรมย์,F,1964-12-15,Single,ค้าขาย / เจ้าของกิจการ,15098.58,TH,2020-04-02,True
CUS0005051,4-7456-21423-40-6,ธีร์ธวันาย,ถนัดการยนต์,ธีร์ธวันาย ถนัดการยนต์,M,2002-10-17,Married,ครู / อาจารย์,35362.68,TH,2020-10-11,True
CUS0005052,1-1115-98295-81-9,เกริกพล,แต้กุล,เกริกพล แต้กุล,M,1970-03-16,Married,นักเรียน / นักศึกษา,75231.46,TH,2021-05-31,True
CUS0005053,8-2907-69805-70-9,สมเกียรติ,ด้วงโสน,สมเกียรติ ด้วงโสน,M,1967-12-07,Widowed,วิศวกร,904528.32,TH,2020-07-15,True
CUS0005054,6-9376-56185-48-4,กระสุน,นาคพันธุ์,กระสุน นาคพันธุ์,M,1986-06-23,Married,ข้าราชการ,51354.34,TH,2020-09-12,True
CUS0005055,1-6617-96448-74-0,มารุด,ตันตราจิณ,มารุด ตันตราจิณ,M,1976-05-07,Single,เกษตรกร,17158.05,TH,2019-11-15,True
CUS0005056,1-4451-31994-55-9,บุญพา,บุนยะศัพท์,บุญพา บุนยะศัพท์,F,1976-04-16,Divorced,วิศวกร,19974.14,TH,2024-09-29,True
CUS0005057,4-1935-25661-25-8,ประจิน,ปรีชากุลเศรษฐ์,ประจิน ปรีชากุลเศรษฐ์,F,1975-05-11,Widowed,เกษตรกร,385250.49,EN,2021-07-29,True
CUS0005058,5-5148-73665-88-1,ฮามีย๊ะ,ธนประทีป,ฮามีย๊ะ ธนประทีป,F,1978-04-01,Widowed,แพทย์,26674.55,TH,2022-05-27,True
CUS0005059,8-5907-57821-71-3,เกษรา,ทรัพย์สาร,เกษรา ทรัพย์สาร,F,1974-12-30,Divorced,ฟรีแลนซ์,67585.34,TH,2018-06-18,True
CUS0005060,5-4205-49188-68-4,ศิริญา,ทุมะบุตร์,ศิริญา ทุมะบุตร์,F,1961-10-27,Divorced,ข้าราชการ,73669.38,TH,2023-12-15,False
CUS0005061,3-2517-74184-21-3,ปัตถพงษ์,เช้าวันดี,ปัตถพงษ์ เช้าวันดี,M,1953-11-28,Married,นักบัญชี,25385.24,TH,2023-09-30,False
CUS0005062,1-7692-29068-30-3,กฤตพร,ถนัดรบ,กฤตพร ถนัดรบ,M,1974-03-15,Single,เกษตรกร,19666.93,EN,2019-06-02,False
CUS0005063,2-7234-82558-38-2,มะลีวัลย์,เยาวธนโชค,มะลีวัลย์ เยาวธนโชค,F,1970-10-08,Divorced,เกษียณ,829861.43,TH,2022-06-20,True
CUS0005064,4-4934-33367-92-6,ศุภนุนาย,ทัศนสุทธิ,ศุภนุนาย ทัศนสุทธิ,F,2004-01-13,Widowed,พนักงานบริษัท,870351.13,TH,2023-03-24,True
CUS0005065,4-8664-25680-15-8,ศรลักษณ์,บุนยาภิสนท์,ศรลักษณ์ บุนยาภิสนท์,M,1954-06-03,Divorced,ครู / อาจารย์,90742.73,TH,2025-05-03,True
CUS0005066,2-6085-34852-44-1,ราชัน,ดิสกะประกาย,ราชัน ดิสกะประกาย,M,1976-11-27,Widowed,ค้าขาย / เจ้าของกิจการ,147878.38,TH,2018-12-22,True
CUS0005067,3-7076-68083-91-7,วิเชียร,นามขำ,วิเชียร นามขำ,F,1969-11-17,Widowed,เกษตรกร,188346.7,EN,2019-05-10,True
CUS0005068,1-1064-86432-34-5,สุรการณ์,วาทา,สุรการณ์ วาทา,F,1966-03-21,Widowed,พนักงานบริษัท,568063.75,TH,2019-09-06,True
CUS0005069,5-5818-93400-14-6,มาซีเตาะ,ทับทิมไทย,มาซีเตาะ ทับทิมไทย,F,1987-06-14,Widowed,ค้าขาย / เจ้าของกิจการ,39000.54,TH,2018-04-27,True
CUS0005070,7-4643-52731-46-5,อาแอเสาะ,ธีวร,อาแอเสาะ ธีวร,F,1957-02-22,Single,พนักงานบริษัท,24272.77,TH,2022-11-15,False
CUS0005071,8-4203-87892-43-8,กษิดิฐ,เยาวธนโชค,กษิดิฐ เยาวธนโชค,M,1985-12-06,Single,ค้าขาย / เจ้าของกิจการ,48485.95,TH,2022-06-03,True
CUS0005072,6-6368-67872-69-9,จิรวิทย์,ธนประทีป,จิรวิทย์ ธนประทีป,M,1996-09-01,Widowed,เกษตรกร,28021.66,EN,2022-03-25,True
CUS0005073,4-2996-59201-34-4,อารีย์,เดชวา,อารีย์ เดชวา,F,1965-08-16,Widowed,ข้าราชการ,1268356.72,TH,2025-06-02,True
CUS0005074,3-3753-32700-88-0,ทวีวัฒน์,นะวะมันดร,ทวีวัฒน์ นะวะมันดร,M,1987-11-19,Divorced,พนักงานบริษัท,197882.92,EN,2019-11-02,True
CUS0005075,7-3795-51656-83-1,ธนวันต์,แหยมศิริ,ธนวันต์ แหยมศิริ,M,1953-06-18,Widowed,วิศวกร,65283.0,TH,2019-12-25,True
CUS0005076,4-8479-42860-34-1,พรชีวิน,เนื้อนุ่ม,พรชีวิน เนื้อนุ่ม,F,1972-11-14,Divorced,ฟรีแลนซ์,29747.75,TH,2019-06-28,True
CUS0005077,1-1140-56468-21-6,เขมจิรา,สงประเสริฐ,เขมจิรา สงประเสริฐ,F,2001-10-12,Single,วิศวกร,697225.09,TH,2023-04-30,True
CUS0005078,3-2776-67823-85-3,สุพัตร,ยางสวย,สุพัตร ยางสวย,F,1965-01-08,Divorced,เกษตรกร,26191.1,TH,2025-01-22,True
CUS0005079,1-7540-83098-34-1,ภัทรนาฎ,ตันยา,ภัทรนาฎ ตันยา,F,1970-09-27,Divorced,พนักงานบริษัท,894950.27,TH,2021-01-18,True
CUS0005080,3-1099-94151-10-3,นัฐพล,ทรัพย์สาร,นัฐพล ทรัพย์สาร,M,1974-12-31,Single,ข้าราชการ,88453.64,TH,2019-09-30,True
CUS0005081,3-6625-47726-57-2,ศรลักษณ์,ธนรักษ์,ศรลักษณ์ ธนรักษ์,M,1977-02-07,Widowed,วิศวกร,17326.18,TH,2025-10-08,True
CUS0005082,7-5431-89216-13-2,โรสชา,ตันยา,โรสชา ตันยา,F,2002-02-26,Married,เกษตรกร,55867.9,TH,2019-12-28,True
CUS0005083,6-7087-33999-71-1,จีรยุทธ,นิษประปัญจ์,จีรยุทธ นิษประปัญจ์,M,1977-07-29,Married,วิศวกร,421521.63,TH,2022-05-10,True
CUS0005084,8-1785-75421-49-5,ธีรวุฒิ,ไม้แดง,ธีรวุฒิ ไม้แดง,M,1980-04-29,Married,นักเรียน / นักศึกษา,193770.46,EN,2022-07-13,True
CUS0005085,6-6979-97522-84-4,สิทธัญ,นิลสลัว,สิทธัญ นิลสลัว,M,1961-01-11,Married,เกษียณ,22656.7,TH,2019-07-26,True
CUS0005086,4-3814-66948-51-6,รมิตา,นากกนก,รมิตา นากกนก,F,2001-08-14,Divorced,นักเรียน / นักศึกษา,65219.2,TH,2018-12-16,True
CUS0005087,3-8307-86171-73-3,เอกวิทย์,ถนอมมนุษย์,เอกวิทย์ ถนอมมนุษย์,M,1972-09-20,Widowed,ข้าราชการ,18622.07,TH,2022-05-19,True
CUS0005088,2-1827-35440-63-0,เอนกพงศ์,ตั้งเผ่า,เอนกพงศ์ ตั้งเผ่า,M,1965-06-28,Divorced,นักบัญชี,24747.84,EN,2023-12-24,True
CUS0005089,3-1314-21232-78-7,ธนนนท์,นุ่มกัน,ธนนนท์ นุ่มกัน,M,1973-02-25,Widowed,ครู / อาจารย์,638070.94,EN,2020-10-02,True
CUS0005090,5-8152-79613-31-7,เพทาย,ธนูปกรณ์,เพทาย ธนูปกรณ์,M,1967-09-12,Single,นักบัญชี,112552.18,TH,2021-08-24,True
CUS0005091,1-3206-52341-95-6,ณัฐญาดา,ทองประดิฐ,ณัฐญาดา ทองประดิฐ,F,1999-07-22,Married,พยาบาล,32352.76,EN,2020-10-18,True
CUS0005092,2-7212-48731-56-7,ศิริญา,เดชวา,ศิริญา เดชวา,F,1997-05-13,Widowed,พนักงานธนาคาร,16999.34,TH,2020-10-01,True
CUS0005093,2-4577-36783-20-9,สมมล,เวียงจันทึก,สมมล เวียงจันทึก,F,1971-04-09,Single,แพทย์,95977.62,TH,2023-02-20,True
CUS0005094,5-5992-65385-38-6,โสภณิตา,ชำนาญวาด,โสภณิตา ชำนาญวาด,F,1950-07-27,Married,พนักงานธนาคาร,38336.33,TH,2019-10-24,True
CUS0005095,3-3966-80591-33-6,วีระโชติ,เลขะพันธุ์,วีระโชติ เลขะพันธุ์,M,1974-03-09,Divorced,พนักงานบริษัท,695495.06,TH,2021-03-17,False
CUS0005096,2-4151-45616-74-7,โชคภาดล,ฉิมพาลี,โชคภาดล ฉิมพาลี,M,1993-04-17,Single,พยาบาล,28474.46,TH,2026-02-06,True
CUS0005097,2-4020-92173-44-4,มาซีเตาะ,คณานุรักษ์,มาซีเตาะ คณานุรักษ์,F,2001-12-12,Widowed,ค้าขาย / เจ้าของกิจการ,51144.47,TH,2023-03-08,True
CUS0005098,1-1203-23343-66-0,ศรีสวัสดิ์,ตรีเภรินทร์,ศรีสวัสดิ์ ตรีเภรินทร์,M,1983-12-15,Divorced,เกษียณ,24170.96,TH,2024-07-21,True
CUS0005099,6-6004-11339-32-3,วิชชากร,ธูปะวิโรจน์,วิชชากร ธูปะวิโรจน์,M,1993-04-15,Widowed,นักบัญชี,91680.8,TH,2026-04-22,True
CUS0005100,4-6448-77027-11-9,โสภณ,ฉิมพาลี,โสภณ ฉิมพาลี,M,1969-03-13,Divorced,พนักงานบริษัท,18511.91,TH,2021-06-04,True
CUS0005101,7-7178-44721-66-9,นิวิลดาน,อุลหัสสา,นิวิลดาน อุลหัสสา,F,1983-09-18,Divorced,นักบัญชี,62283.58,TH,2026-03-08,True
CUS0005102,7-9292-87093-82-2,ณภัทร,วะคีมัน,ณภัทร วะคีมัน,F,1966-09-01,Divorced,พยาบาล,117222.84,TH,2025-07-15,True
CUS0005103,3-9689-41800-78-1,มารีนี,ถนัดรบ,มารีนี ถนัดรบ,F,1983-12-05,Married,นักบัญชี,15943.11,TH,2021-10-19,True
CUS0005104,7-6416-65018-95-1,จันทนา,นวลฉวี,จันทนา นวลฉวี,F,1961-11-30,Single,ครู / อาจารย์,33140.44,TH,2023-09-04,True
CUS0005105,5-3553-89576-86-8,วุฒิ,ตั้งรบ,วุฒิ ตั้งรบ,M,1950-09-09,Single,ข้าราชการ,27069.9,TH,2019-10-27,True
CUS0005106,4-6030-49533-43-0,บุญญามี,ร่มธิติรัตน์,บุญญามี ร่มธิติรัตน์,M,1981-03-31,Divorced,นักบัญชี,22345.24,TH,2021-10-30,True
CUS0005107,3-7586-97212-53-8,ดวงพร,ไทยสุชาต,ดวงพร ไทยสุชาต,F,1967-02-04,Widowed,นักเรียน / นักศึกษา,1350245.01,TH,2022-10-24,True
CUS0005108,6-5105-97630-43-8,ฐิติกุล,ด้วงโสน,ฐิติกุล ด้วงโสน,F,1972-12-19,Single,นักบัญชี,66438.47,TH,2019-09-10,True
CUS0005109,5-2920-92215-96-2,พีระพงศ์พันธ์,ธรรมนิยม,พีระพงศ์พันธ์ ธรรมนิยม,M,1964-10-05,Widowed,พนักงานธนาคาร,68169.99,TH,2026-01-11,True
CUS0005110,4-9133-98825-24-7,นิรันดร์,เมืองสุข,นิรันดร์ เมืองสุข,M,1987-11-10,Widowed,พนักงานบริษัท,163628.66,TH,2024-08-17,True
CUS0005111,2-6188-55548-16-3,สิริ,พรมอ่อน,สิริ พรมอ่อน,F,1996-10-02,Widowed,นักบัญชี,196327.69,TH,2023-03-20,True
CUS0005112,5-9916-17598-68-6,พัสวี,ศรีธนะเวทย์,พัสวี ศรีธนะเวทย์,F,1957-06-21,Widowed,ข้าราชการ,1048604.88,TH,2026-03-16,True
CUS0005113,3-9027-45248-74-5,จณิตตา,นิระหานี,จณิตตา นิระหานี,F,1958-01-08,Divorced,ฟรีแลนซ์,126042.0,TH,2019-09-27,True
CUS0005114,6-3850-38119-39-0,เมษา,นามเสวตร,เมษา นามเสวตร,F,1971-03-31,Single,นักเรียน / นักศึกษา,816114.81,TH,2018-12-20,True
CUS0005115,5-7469-17451-77-5,ซุกรี,ทุมะบุตร์,ซุกรี ทุมะบุตร์,M,1967-10-23,Single,นักบัญชี,70476.38,TH,2021-01-26,False
CUS0005116,4-5010-99364-52-6,ผดุงพล,นฤทุกข์,ผดุงพล นฤทุกข์,M,1998-08-02,Divorced,เกษตรกร,45486.59,EN,2021-03-31,True
CUS0005117,5-6542-73670-92-1,เยาวรัตน์,ดิสกะประกาย,เยาวรัตน์ ดิสกะประกาย,F,1991-06-15,Widowed,พนักงานบริษัท,756292.5,TH,2021-12-06,True
CUS0005118,1-5735-74582-17-0,อนุวัช,ศิวะวรเวท,อนุวัช ศิวะวรเวท,M,1993-06-26,Single,ค้าขาย / เจ้าของกิจการ,66799.79,TH,2022-04-25,True
CUS0005119,5-6336-16533-22-9,สมปอง,บุญส่ง,สมปอง บุญส่ง,M,1980-05-22,Married,ฟรีแลนซ์,141271.5,TH,2020-07-01,True
CUS0005120,5-4027-23285-16-7,ณาร์รีมาน,ทวนไชย์,ณาร์รีมาน ทวนไชย์,F,1983-10-14,Widowed,วิศวกร,63607.93,TH,2021-02-19,True
CUS0005121,2-6305-49016-83-4,เนตรฤดี,ทำประดู่,เนตรฤดี ทำประดู่,F,1963-05-19,Divorced,แพทย์,20480.43,TH,2025-05-25,True
CUS0005122,8-9221-90615-55-8,อำพร,นากกนก,อำพร นากกนก,F,1982-10-20,Married,เกษตรกร,31675.0,TH,2019-11-02,True
CUS0005123,1-2146-33200-28-4,เฉลิมรัตน์,จันทา,เฉลิมรัตน์ จันทา,M,1977-06-28,Married,นักบัญชี,42471.87,TH,2020-02-10,True
CUS0005124,8-2224-20870-16-1,ธัชญา,พงศ์ฉบับนภา,ธัชญา พงศ์ฉบับนภา,F,1975-09-05,Divorced,นักเรียน / นักศึกษา,16683.31,TH,2018-02-10,False
CUS0005125,7-6015-49426-20-4,บุญเอก,ถนอมมนุษย์,บุญเอก ถนอมมนุษย์,M,1985-04-20,Married,วิศวกร,60464.02,TH,2018-09-26,True
CUS0005126,3-7582-60433-15-1,รชตกร,ฉายแสง,รชตกร ฉายแสง,M,1975-06-01,Single,ข้าราชการ,1356826.41,TH,2020-09-28,True
CUS0005127,5-1877-84028-24-0,คำปลิว,นฤภัย,คำปลิว นฤภัย,M,1954-09-30,Widowed,แพทย์,22200.69,TH,2023-08-05,True
CUS0005128,1-6865-12562-91-1,เกียรติก้อง,ถนัดรักษา,เกียรติก้อง ถนัดรักษา,M,1978-04-14,Divorced,นักเรียน / นักศึกษา,50907.87,TH,2018-02-08,True
CUS0005129,2-6768-44939-51-4,คำ,นะวะมันดร,คำ นะวะมันดร,F,2002-12-31,Married,นักเรียน / นักศึกษา,54429.15,EN,2022-10-06,True
CUS0005130,5-6855-21593-31-1,ราณี,หอมพิกุล,ราณี หอมพิกุล,F,1955-03-18,Single,วิศวกร,45372.9,TH,2020-06-25,True
CUS0005131,3-7676-89029-99-3,วิทูลย์,นักสำหรวจ,วิทูลย์ นักสำหรวจ,M,1959-11-26,Widowed,วิศวกร,26077.48,EN,2021-12-09,True
CUS0005132,8-3533-40134-41-5,พลานุช,เตชะกำพุ,พลานุช เตชะกำพุ,F,1954-01-02,Divorced,ข้าราชการ,19639.46,TH,2021-03-29,True
CUS0005133,2-1591-15332-44-0,อลิษา,ธรรมเมธา,อลิษา ธรรมเมธา,F,1982-03-14,Married,เกษียณ,42032.98,TH,2021-10-26,True
CUS0005134,4-6728-63650-47-2,สมใจ,ติระคมน์,สมใจ ติระคมน์,F,1958-12-23,Married,ข้าราชการ,29232.26,EN,2019-07-23,True
CUS0005135,6-9876-32553-13-1,วัลลภ,ไทยแท้,วัลลภ ไทยแท้,M,1972-09-24,Widowed,พนักงานบริษัท,493571.84,TH,2025-07-28,True
CUS0005136,3-3645-15892-85-8,มารีนี,ตระกูลบุญ,มารีนี ตระกูลบุญ,F,1966-02-18,Single,วิศวกร,135840.1,TH,2019-04-28,True
CUS0005137,4-6301-81929-24-8,สมเกียรติ,ทันยุค,สมเกียรติ ทันยุค,M,1972-10-11,Divorced,นักเรียน / นักศึกษา,20180.71,TH,2019-03-29,True
CUS0005138,5-7043-45743-94-5,นราวรรณ,ทำประดู่,นราวรรณ ทำประดู่,F,2004-03-20,Widowed,เกษตรกร,1168134.14,EN,2020-05-05,True
CUS0005139,5-6500-88016-55-6,ธนกิตต์,นานายน,ธนกิตต์ นานายน,M,1994-09-25,Single,ค้าขาย / เจ้าของกิจการ,87577.97,TH,2020-08-29,False
CUS0005140,1-9299-59060-54-7,นาทภูวพัฒน์,เตมิยะเดช,นาทภูวพัฒน์ เตมิยะเดช,M,1982-10-02,Widowed,ข้าราชการ,26484.96,EN,2023-07-12,True
CUS0005141,7-7223-86182-21-7,คมสัน,ขอหมั่นกลาง,คมสัน ขอหมั่นกลาง,M,1975-04-14,Married,นักบัญชี,75772.8,TH,2025-02-27,True
CUS0005142,1-9509-73986-36-7,อับดุลเลาะห์,แท่นทอง,อับดุลเลาะห์ แท่นทอง,M,1955-05-09,Single,พนักงานบริษัท,94190.0,TH,2021-07-23,True
CUS0005143,1-4407-24818-44-2,น้ำเพชร,ทวนไชย์,น้ำเพชร ทวนไชย์,F,1958-12-24,Married,แพทย์,22452.86,EN,2024-07-29,True
CUS0005144,1-8026-30551-66-2,ศศิรินทร์,เณรานุสนธิ์,ศศิรินทร์ เณรานุสนธิ์,F,1970-01-08,Divorced,นักบัญชี,168090.83,TH,2023-12-22,True
CUS0005145,6-6789-32620-90-3,อนุบาล,ทุมะบุตร์,อนุบาล ทุมะบุตร์,M,1997-10-06,Single,ค้าขาย / เจ้าของกิจการ,1002661.22,TH,2026-02-25,False
CUS0005146,1-3689-82093-53-2,เพทาย,มิ่งขวัญ,เพทาย มิ่งขวัญ,M,1984-09-22,Single,ครู / อาจารย์,120213.54,EN,2024-02-09,True
CUS0005147,3-3109-15356-36-6,สุไฮลัน,วาทา,สุไฮลัน วาทา,M,1978-06-13,Divorced,แพทย์,187243.06,TH,2023-10-21,True
CUS0005148,3-7465-24996-45-3,อัญพัชร์,ตัณฑนุช,อัญพัชร์ ตัณฑนุช,F,1962-04-09,Divorced,พนักงานบริษัท,47988.84,TH,2020-07-27,True
CUS0005149,6-2650-69804-87-7,พันธุ์เทพ,แหยมศิริ,พันธุ์เทพ แหยมศิริ,M,1953-10-13,Married,ฟรีแลนซ์,180511.48,TH,2019-03-22,True
CUS0005150,3-1100-28343-77-6,กนกเนตร,นุชแนวนุ่ม,กนกเนตร นุชแนวนุ่ม,F,1985-08-26,Single,วิศวกร,22498.55,TH,2018-11-16,True
CUS0005151,2-6875-97533-40-0,ยุศรอน,ตรีครุธพันธุ์,ยุศรอน ตรีครุธพันธุ์,M,1992-04-04,Single,แพทย์,88458.73,TH,2019-07-14,True
CUS0005152,3-2624-47022-22-0,พิไลพร,ดวงทับทิม,พิไลพร ดวงทับทิม,F,1969-09-27,Widowed,เกษียณ,51552.4,TH,2023-04-18,True
CUS0005153,5-1163-44771-32-4,ชัชนันท์,นาคสุทิน,ชัชนันท์ นาคสุทิน,M,1990-06-18,Widowed,นักบัญชี,35483.1,TH,2025-06-21,True
CUS0005154,7-6150-36730-90-6,แกมแพร,นิลสลัว,แกมแพร นิลสลัว,F,1965-11-02,Single,นักบัญชี,67864.66,TH,2020-04-22,True
CUS0005155,4-8923-88127-46-8,ประเดิม,ถมปัด,ประเดิม ถมปัด,M,1990-07-08,Widowed,วิศวกร,178836.73,TH,2021-04-02,True
CUS0005156,3-4306-95110-38-2,เพ็ญยุภา,ดาตู,เพ็ญยุภา ดาตู,F,1996-08-07,Divorced,พยาบาล,53082.83,TH,2022-02-06,True
CUS0005157,5-6883-13152-18-0,นิติยา,นิติสาขา,นิติยา นิติสาขา,F,1971-06-11,Widowed,ครู / อาจารย์,42420.89,TH,2026-03-07,True
CUS0005158,5-3812-45976-83-9,ทิมาภรณ์,ทองลาภ,ทิมาภรณ์ ทองลาภ,F,1965-12-18,Single,พนักงานธนาคาร,151562.5,EN,2025-11-09,True
CUS0005159,1-8501-83023-47-1,มาสิตะ,ชุมวระ,มาสิตะ ชุมวระ,F,2002-10-17,Widowed,ฟรีแลนซ์,45523.22,TH,2020-08-11,True
CUS0005160,7-3620-59899-84-4,ราชพฤกษ์,ทวนทอง,ราชพฤกษ์ ทวนทอง,M,1990-01-02,Divorced,พนักงานธนาคาร,137722.43,TH,2024-10-21,True
CUS0005161,3-9298-83766-71-7,สายสุรีย์,ติณรัตน์,สายสุรีย์ ติณรัตน์,F,1991-09-10,Divorced,เกษียณ,60798.9,TH,2019-09-24,True
CUS0005162,4-4170-65484-26-3,ศศิรินทร์,บุญศล,ศศิรินทร์ บุญศล,F,1993-02-18,Widowed,ครู / อาจารย์,15866.95,TH,2023-06-04,True
CUS0005163,8-6838-83789-22-8,ชัฎชา,นาควงษ์,ชัฎชา นาควงษ์,F,1979-03-20,Widowed,ค้าขาย / เจ้าของกิจการ,1177262.05,TH,2021-03-14,True
CUS0005164,2-2234-93007-43-5,หรรษธร,ฉัตรอภิเที่ยงค่ำ,หรรษธร ฉัตรอภิเที่ยงค่ำ,M,1969-02-19,Divorced,เกษียณ,24728.93,TH,2024-03-26,True
CUS0005165,6-6506-93959-46-7,วัลลภ,ธูปหอม,วัลลภ ธูปหอม,M,1969-08-16,Divorced,ค้าขาย / เจ้าของกิจการ,17520.12,TH,2025-01-17,True
CUS0005166,8-9705-38276-76-5,ศิริญา,หนักแน่น,ศิริญา หนักแน่น,F,1957-06-09,Widowed,วิศวกร,387001.71,TH,2022-03-20,True
CUS0005167,8-6532-59321-91-2,ซูไรดา,ทรงโกมล,ซูไรดา ทรงโกมล,F,1981-05-26,Single,พนักงานธนาคาร,166424.51,EN,2018-01-01,True
CUS0005168,1-1932-74800-51-9,พิพิธธน,พีระเพ็ญกุล,พิพิธธน พีระเพ็ญกุล,M,1984-02-09,Married,นักเรียน / นักศึกษา,53944.41,TH,2018-01-29,True
CUS0005169,8-5770-57244-58-5,จิม,ติระคมน์,จิม ติระคมน์,M,1995-04-19,Married,นักบัญชี,23507.1,TH,2020-01-19,False
CUS0005170,1-6682-90469-79-1,อัญชัญ,นุชแนวนุ่ม,อัญชัญ นุชแนวนุ่ม,F,1965-03-25,Single,นักบัญชี,33182.18,TH,2021-06-22,True
CUS0005171,7-5961-50645-72-7,พาดีล๊ะ,แถมธน,พาดีล๊ะ แถมธน,F,1990-03-15,Single,พยาบาล,179615.96,TH,2020-04-25,True
CUS0005172,4-6484-39741-46-7,อรุณี,สังข์กรด,อรุณี สังข์กรด,F,1967-07-30,Single,เกษียณ,80727.54,TH,2024-05-16,True
CUS0005173,7-5683-50159-80-0,สรายุทธ,ทองสินธุ์,สรายุทธ ทองสินธุ์,M,1999-06-16,Divorced,พนักงานบริษัท,1025997.54,TH,2019-07-23,True
CUS0005174,7-2445-51160-93-1,พิมพ์ประภา,ศรีอุ่น,พิมพ์ประภา ศรีอุ่น,F,1963-03-27,Married,ครู / อาจารย์,52098.38,TH,2018-09-15,True
CUS0005175,5-6036-95080-78-8,ภูวิช,ตระกูลไม้เรียง,ภูวิช ตระกูลไม้เรียง,M,1988-09-07,Widowed,ครู / อาจารย์,93445.68,TH,2021-01-20,True
CUS0005176,3-9347-90301-76-3,นวรรษนันท์,ยาปะโลหิต,นวรรษนันท์ ยาปะโลหิต,F,1951-05-10,Married,พนักงานบริษัท,129679.53,TH,2024-12-23,True
CUS0005177,8-4015-11290-64-1,ลักษมี,ถุงเงิน,ลักษมี ถุงเงิน,F,1950-07-31,Married,แพทย์,100935.98,TH,2021-09-27,True
CUS0005178,2-7416-32720-60-9,ทองรัตน์,ดีตพันธุ์,ทองรัตน์ ดีตพันธุ์,M,1993-08-13,Divorced,นักเรียน / นักศึกษา,119039.49,TH,2018-07-11,True
CUS0005179,5-8141-10919-66-7,อุดมลักษณ์,ทองแท้,อุดมลักษณ์ ทองแท้,F,1951-06-13,Widowed,พยาบาล,54175.19,TH,2021-11-09,True
CUS0005180,1-7117-24467-62-9,เพียงกมล,มิ่งขวัญ,เพียงกมล มิ่งขวัญ,F,1995-09-10,Divorced,แพทย์,27215.6,TH,2024-05-05,True
CUS0005181,7-5713-20637-39-5,เจตธนากร,บุญบำรุง,เจตธนากร บุญบำรุง,M,1990-04-03,Divorced,แพทย์,1124340.65,TH,2018-02-13,True
CUS0005182,6-5716-20628-87-2,วิชา,ถะเกิงชศ,วิชา ถะเกิงชศ,M,1994-01-25,Single,ฟรีแลนซ์,23007.03,TH,2024-06-29,False
CUS0005183,2-4585-48151-23-7,เนติลักษณ์,ดิสกะประกาย,เนติลักษณ์ ดิสกะประกาย,M,1995-06-21,Divorced,นักเรียน / นักศึกษา,586940.06,TH,2020-03-14,True
CUS0005184,6-4261-38768-39-6,บุญเกิด,ทองลาภ,บุญเกิด ทองลาภ,M,1979-08-04,Widowed,พยาบาล,16456.94,TH,2024-02-13,True
CUS0005185,3-3148-61342-28-2,พุทธิพงษ์,มนทอง,พุทธิพงษ์ มนทอง,M,1985-10-05,Widowed,เกษตรกร,260350.39,TH,2023-06-21,True
CUS0005186,3-4866-41069-39-3,ซูฮัยดา,ซูสารอ,ซูฮัยดา ซูสารอ,F,1962-07-24,Divorced,เกษตรกร,1431161.41,TH,2020-02-01,True
CUS0005187,8-8325-23853-54-9,ปัตถพงษ์,ถนัดอักษร,ปัตถพงษ์ ถนัดอักษร,M,1958-02-13,Single,นักเรียน / นักศึกษา,20106.18,TH,2023-01-18,True
CUS0005188,6-5420-58755-28-1,ชัชเวศย์,ชำนาญวาด,ชัชเวศย์ ชำนาญวาด,M,1966-12-26,Single,วิศวกร,32131.71,TH,2023-04-25,True
CUS0005189,7-9057-54971-52-2,จิรวิทย์,ตวันเยี่ยม,จิรวิทย์ ตวันเยี่ยม,M,1961-06-22,Divorced,วิศวกร,15804.42,TH,2019-11-17,False
CUS0005190,7-7512-56036-63-5,ศศิยา,พรรษาสกุล,ศศิยา พรรษาสกุล,F,1972-06-23,Single,ค้าขาย / เจ้าของกิจการ,243983.07,TH,2019-06-28,False
