lead_id,lead_source,customer_id,lead_full_name,phone,email,interested_product_id,owner_employee_id,status,created_at,score
LED002980,Partner,,ภานุพล บัวเผื่อน,0830200638,bowenangelica@example.org,PRD-CC04,EMP00487,Contacted,2026-01-13T10:16:00,97
LED002981,Campaign,CUS0007262,,0832847322,samantha57@example.net,PRD-WL03,EMP00438,Contacted,2026-01-01T09:50:00,81
LED002982,Cold Call,CUS0002156,,0631264304,mcleanrodney@example.org,PRD-CC02,EMP00493,New,2026-01-13T22:36:00,50
LED002983,Campaign,CUS0006842,,0941287811,nbentley@example.net,PRD-WL04,EMP00040,Contacted,2025-08-06T14:49:00,34
LED002984,Cold Call,CUS0001675,,0677656930,fjohnson@example.com,PRD-CC03,EMP00481,New,2026-04-08T07:53:00,69
LED002985,Web Form,CUS0008378,,0982672218,cassidy00@example.net,PRD-CUR01,EMP00439,Contacted,2026-04-25T16:54:00,88
LED002986,Web Form,CUS0002803,,0947412483,caseycampos@example.net,PRD-LN03,EMP00365,New,2025-11-19T18:48:00,14
LED002987,Branch Walk-in,,ฮานาฟี ถนอมพล,0893860063,hessmark@example.org,PRD-LN01,EMP00332,New,2026-03-18T09:51:00,5
LED002988,Partner,CUS0007735,,0656259340,kimhunter@example.org,PRD-WL02,EMP00179,Converted,2025-07-07T22:29:00,93
LED002989,Cold Call,,วรปรัชญ์ นฤภัย,0661383404,phelpsroberto@example.com,PRD-FD01,EMP00028,Disqualified,2025-10-16T10:46:00,65
LED002990,Campaign,,ถนอมชัย ถนัดกลึง,0680455312,lisa14@example.net,PRD-WL01,EMP00210,Contacted,2025-05-06T00:55:00,21
LED002991,Partner,,ฟารินี เจริญรัมย์,0628452906,fmclean@example.com,PRD-IN01,EMP00102,Contacted,2025-07-12T02:47:00,37
LED002992,Referral,CUS0003900,,0860892311,rebekah23@example.org,PRD-WL04,EMP00341,Converted,2025-11-08T05:40:00,17
LED002993,Cold Call,CUS0009904,,0698777168,melissabeltran@example.org,PRD-LN02,EMP00058,Contacted,2025-08-01T11:57:00,17
LED002994,Partner,CUS0001027,,0967944661,vthornton@example.org,PRD-IN01,EMP00031,New,2025-08-03T04:10:00,1
LED002995,Campaign,,เพียงกมล ตั้งเผ่า,0993160784,eric06@example.com,PRD-FD01,EMP00222,Qualified,2025-08-30T16:16:00,4
LED002996,Web Form,CUS0007428,,0974011909,sanderswendy@example.com,PRD-CUR01,EMP00055,Disqualified,2026-04-03T05:13:00,100
LED002997,Cold Call,CUS0004128,,0619995990,elliswilliam@example.com,PRD-LN01,EMP00184,New,2025-12-27T18:31:00,78
LED002998,Branch Walk-in,,คำ เนื่องนนท์,0965256099,mrodgers@example.net,PRD-DC02,EMP00121,Qualified,2025-05-24T11:04:00,32
LED002999,Campaign,,สุทกร บุตดา,0646471000,zbenson@example.com,PRD-WL02,EMP00304,Contacted,2025-09-29T18:51:00,99
LED003000,Cold Call,CUS0006041,,0618401377,paula75@example.org,PRD-IN02,EMP00123,Converted,2026-01-07T00:39:00,82
LED003001,Branch Walk-in,CUS0005281,,0862395237,debbiehubbard@example.net,PRD-LN03,EMP00079,Converted,2026-02-14T05:54:00,12
LED003002,Referral,CUS0008959,,0641617596,amy47@example.org,PRD-LN03,EMP00260,Qualified,2025-07-25T20:05:00,61
LED003003,Cold Call,CUS0000670,,0638344348,martincassandra@example.net,PRD-LN04,EMP00182,Disqualified,2025-01-31T22:08:00,25
LED003004,Referral,,วิรชัย ถนัดพิมพการ,0950140807,williamsmariah@example.com,PRD-CC02,EMP00344,Qualified,2025-04-23T01:51:00,42
LED003005,Referral,CUS0005325,,0936762354,grahampatricia@example.net,PRD-CC02,EMP00284,Contacted,2025-05-15T13:36:00,48
LED003006,Web Form,CUS0004503,,0641685166,jennifer46@example.com,PRD-WL01,EMP00165,Qualified,2026-04-19T14:31:00,3
LED003007,Partner,,วัลลภ แนวพนิช,0946774956,pgonzalez@example.org,PRD-CC03,EMP00044,Qualified,2025-05-11T10:59:00,62
LED003008,Campaign,CUS0000757,,0866315124,molinadavid@example.net,PRD-FD03,EMP00245,Disqualified,2026-04-29T00:08:00,24
LED003009,Web Form,CUS0001642,,0922696643,antoniocampbell@example.net,PRD-DC02,EMP00226,Converted,2025-04-30T07:28:00,48
LED003010,Web Form,,นพ ธนประทีป,0927279689,kaitlynkim@example.com,PRD-DG01,EMP00218,Qualified,2025-01-04T12:34:00,25
LED003011,Partner,CUS0000255,,0610077032,michael24@example.net,PRD-WL02,EMP00292,Disqualified,2025-06-09T05:51:00,35
LED003012,Cold Call,,รอซีด๊ะ ธูปะวิโรจน์,0633940617,dlambert@example.com,PRD-LN01,EMP00155,New,2026-01-18T05:50:00,17
LED003013,Cold Call,CUS0004064,,0857227223,vmonroe@example.net,PRD-CC04,EMP00014,Converted,2025-08-29T19:48:00,24
LED003014,Partner,CUS0007833,,0929502332,grossjessica@example.com,PRD-SAV01,EMP00283,Disqualified,2026-03-13T00:16:00,3
LED003015,Referral,CUS0003087,,0918669963,abigaillee@example.net,PRD-CC03,EMP00240,Converted,2025-10-08T18:40:00,65
LED003016,Partner,CUS0007446,,0898210918,calebmonroe@example.net,PRD-DC01,EMP00127,Contacted,2025-02-20T04:36:00,92
LED003017,Web Form,,วิทูลย์ บุญส่ง,0627768850,ericgarcia@example.net,PRD-CUR01,EMP00071,Contacted,2025-11-26T11:17:00,41
LED003018,Referral,CUS0009730,,0698793204,daniel61@example.net,PRD-CUR01,EMP00019,Qualified,2025-03-05T06:01:00,26
LED003019,Cold Call,CUS0004064,,0827383011,michaelacarlson@example.com,PRD-SAL01,EMP00305,Converted,2025-03-21T17:13:00,38
LED003020,Referral,CUS0001661,,0981856361,mariahwashington@example.com,PRD-SAL01,EMP00420,Contacted,2025-07-11T17:13:00,23
LED003021,Cold Call,,เขมจิรา เวียงจันทึก,0811210056,qhanson@example.com,PRD-FD02,EMP00227,Contacted,2025-01-31T13:06:00,21
LED003022,Campaign,,จิตตานันท์ ซาซุม,0615466052,teresamiller@example.org,PRD-SAV01,EMP00427,Disqualified,2025-08-30T05:35:00,21
LED003023,Web Form,CUS0002155,,0846210967,delgadokimberly@example.org,PRD-LN01,EMP00474,Disqualified,2025-12-26T09:59:00,84
LED003024,Branch Walk-in,CUS0003436,,0616765370,nicolejackson@example.com,PRD-SAV02,EMP00436,New,2026-01-20T20:58:00,21
LED003025,Referral,,สัญชาน ดุษฎีวนิช,0830420401,otodd@example.com,PRD-WL02,EMP00196,Contacted,2025-06-01T22:04:00,10
LED003026,Cold Call,CUS0009166,,0863888048,clarsen@example.net,PRD-CC01,EMP00136,Disqualified,2026-02-17T07:59:00,83
LED003027,Referral,,เอกวิทย์ ถนัดรักษา,0825751589,angela12@example.org,PRD-SAL01,EMP00297,New,2025-03-29T07:00:00,94
LED003028,Cold Call,,วรปรัชญ์ นาคพันธุ์,0832291688,joshua02@example.com,PRD-IN01,EMP00132,Disqualified,2026-04-26T19:10:00,97
LED003029,Web Form,CUS0001273,,0969100578,pwilkinson@example.com,PRD-FD02,EMP00100,Contacted,2025-03-14T20:04:00,88
LED003030,Web Form,,เกียรติก้อง แท่นทอง,0881274443,bstone@example.org,PRD-LN02,EMP00359,Qualified,2025-04-08T20:57:00,44
LED003031,Partner,CUS0006706,,0817225671,colin43@example.net,PRD-FD01,EMP00326,Disqualified,2025-11-08T22:02:00,79
LED003032,Referral,CUS0007853,,0985327931,garciacarrie@example.org,PRD-IN02,EMP00126,Disqualified,2026-01-10T15:52:00,31
LED003033,Cold Call,,นพ ถนิมมาศ,0633751087,medinajillian@example.com,PRD-LN02,EMP00020,Contacted,2025-06-22T21:05:00,52
LED003034,Partner,,จำรัส ถะเกิงชศ,0845313754,shawderek@example.net,PRD-CC01,EMP00022,Contacted,2026-03-07T00:18:00,42
LED003035,Campaign,,วิสาร นุชแนวนุ่ม,0633344175,valeriegarcia@example.com,PRD-FD02,EMP00250,Contacted,2025-06-08T13:17:00,77
LED003036,Web Form,CUS0003696,,0964087962,dixonlogan@example.com,PRD-LN01,EMP00103,New,2025-05-08T23:37:00,44
LED003037,Referral,,พรเบญญา ตั้งรบ,0914855754,danielle50@example.org,PRD-WL03,EMP00044,Contacted,2025-09-16T23:32:00,92
LED003038,Branch Walk-in,CUS0008495,,0665487002,yolandasmith@example.org,PRD-WL04,EMP00394,Qualified,2026-04-10T17:00:00,15
LED003039,Campaign,CUS0009052,,0886470839,xlyons@example.com,PRD-DG02,EMP00060,Contacted,2026-04-03T23:24:00,81
LED003040,Partner,,กุลเชษฐ เตมิยะเดช,0928399533,troy41@example.org,PRD-WL02,EMP00361,Disqualified,2025-09-23T09:04:00,81
LED003041,Web Form,CUS0007814,,0841197650,zacharystanley@example.net,PRD-WL01,EMP00154,Qualified,2025-09-03T01:20:00,100
LED003042,Campaign,,สุพัตรา ร่มธิติรัตน์,0673665285,rachel47@example.net,PRD-SAV02,EMP00462,Converted,2025-02-06T03:13:00,13
LED003043,Cold Call,CUS0008384,,0629476019,parkeralan@example.com,PRD-LN04,EMP00461,Qualified,2026-01-21T23:50:00,97
LED003044,Partner,CUS0005322,,0637172890,jennifer76@example.net,PRD-IN01,EMP00389,Disqualified,2025-04-07T04:30:00,35
LED003045,Branch Walk-in,CUS0002212,,0867593232,russocarlos@example.org,PRD-SAL01,EMP00307,Converted,2025-11-21T12:23:00,20
LED003046,Cold Call,,ยนงคราญ ทองอยู่,0930408178,christopherriley@example.com,PRD-SAL01,EMP00383,Contacted,2025-11-28T09:51:00,16
LED003047,Web Form,CUS0007167,,0824706664,nbyrd@example.org,PRD-CUR01,EMP00473,Disqualified,2025-04-12T21:33:00,15
LED003048,Partner,,มูฮัมหมัดอิมรอน ร่มธิติรัตน์,0911475987,johnmitchell@example.net,PRD-DG02,EMP00413,Contacted,2025-01-01T20:46:00,54
LED003049,Web Form,,กิติกานต์ ปรีชากุลเศรษฐ์,0612804921,leslie35@example.com,PRD-LN02,EMP00222,New,2025-09-30T20:25:00,82
LED003050,Referral,CUS0006791,,0629215430,kingrobert@example.org,PRD-WL03,EMP00121,Disqualified,2025-04-04T07:47:00,74
LED003051,Cold Call,CUS0000545,,0654185592,flamb@example.com,PRD-LN03,EMP00388,Qualified,2025-08-03T09:53:00,54
LED003052,Web Form,,กวีฉัฏฐ ศรีเผด็จ,0638343420,lozanoalexander@example.org,PRD-DG02,EMP00060,New,2025-03-15T23:57:00,62
LED003053,Campaign,CUS0009092,,0912954993,ularson@example.net,PRD-SAL01,EMP00237,New,2025-09-18T13:02:00,67
LED003054,Cold Call,CUS0006879,,0944775667,jerry61@example.net,PRD-IN02,EMP00499,Contacted,2025-09-16T06:19:00,87
LED003055,Branch Walk-in,,บุญทิวา ไทยแท้,0682995125,smithmichael@example.com,PRD-FD02,EMP00166,Converted,2025-06-12T14:48:00,14
LED003056,Branch Walk-in,CUS0001153,,0610497255,hallelizabeth@example.org,PRD-DG01,EMP00310,Converted,2026-01-14T02:30:00,15
LED003057,Partner,CUS0005744,,0960102779,zeverett@example.org,PRD-FD01,EMP00411,Converted,2025-08-14T18:01:00,81
LED003058,Web Form,,ประภัทร์สรณ์ แต้กุล,0646519076,andrewmoran@example.org,PRD-LN04,EMP00132,Qualified,2025-10-04T06:54:00,88
LED003059,Campaign,CUS0005923,,0864327968,gonzalezmelissa@example.org,PRD-CC01,EMP00165,Qualified,2026-02-15T00:05:00,46
LED003060,Branch Walk-in,CUS0007067,,0953939782,ramoscharles@example.com,PRD-WL03,EMP00171,Converted,2025-06-28T20:55:00,17
LED003061,Referral,,ยศพนต์ นิลเสนา,0626421275,lowenathan@example.com,PRD-DC01,EMP00341,Converted,2025-10-07T08:27:00,39
LED003062,Referral,CUS0005225,,0829178666,teresa36@example.org,PRD-CC02,EMP00150,Qualified,2026-02-02T19:10:00,27
LED003063,Branch Walk-in,,กิติชัย ติณรัตน์,0820962224,lauracooper@example.net,PRD-FD03,EMP00418,Qualified,2025-06-05T10:10:00,77
LED003064,Referral,,โกวิทย์ ตั้งเผ่า,0949532542,millerdenise@example.com,PRD-LN04,EMP00101,Disqualified,2025-05-30T16:55:00,43
LED003065,Partner,,วนาลี ทวีเดช,0651354487,hallkathy@example.org,PRD-IN02,EMP00349,Disqualified,2025-04-27T22:50:00,53
LED003066,Branch Walk-in,CUS0002213,,0657932902,johnsonrichard@example.net,PRD-DG01,EMP00320,Contacted,2026-04-09T22:18:00,79
LED003067,Campaign,,สุพัตร คำลือ,0985179899,vjohns@example.com,PRD-WL04,EMP00177,Contacted,2025-05-26T03:22:00,56
LED003068,Branch Walk-in,,ศุภชัย ถนัดการเขียน,0937412671,abrooks@example.org,PRD-LN04,EMP00204,New,2025-02-16T19:04:00,44
LED003069,Partner,,นารดา ไตรบรรพ,0833215965,robertshaffer@example.com,PRD-DG01,EMP00311,New,2025-05-13T20:26:00,18
LED003070,Cold Call,,พรปราณี ดิสกะประกาย,0658342440,beckkatherine@example.com,PRD-SAV02,EMP00329,Disqualified,2025-01-03T00:47:00,96
LED003071,Partner,,ราณี บุญบำรุง,0813808660,cyates@example.net,PRD-DG02,EMP00318,Qualified,2026-01-28T05:32:00,19
LED003072,Cold Call,CUS0001219,,0816757637,derek49@example.org,PRD-LN03,EMP00236,Converted,2026-01-22T10:57:00,44
LED003073,Web Form,CUS0008075,,0819468660,kaylabrown@example.org,PRD-IN01,EMP00085,Qualified,2025-05-13T11:48:00,95
LED003074,Cold Call,CUS0003301,,0937186084,jaime95@example.org,PRD-LN04,EMP00058,Disqualified,2025-12-16T10:42:00,88
LED003075,Cold Call,CUS0009713,,0989923072,qcontreras@example.com,PRD-FD01,EMP00336,Qualified,2025-03-10T10:04:00,38
LED003076,Campaign,,วิรศักดิ์ ตันเผ่า,0998938644,vargassarah@example.com,PRD-CC01,EMP00321,Converted,2025-09-16T04:32:00,23
LED003077,Web Form,,มารีนี ศรีสัตย์,0884703416,thomaskara@example.org,PRD-LN01,EMP00250,Contacted,2025-04-17T12:31:00,79
LED003078,Partner,,อชิตะวีร์ ศรีเผด็จ,0683956719,tamialvarado@example.net,PRD-LN01,EMP00122,Disqualified,2025-02-16T04:02:00,69
LED003079,Campaign,CUS0000045,,0878682589,randy43@example.com,PRD-FD02,EMP00108,Contacted,2025-06-21T14:45:00,5
LED003080,Branch Walk-in,CUS0001769,,0881760130,brownkimberly@example.com,PRD-CC02,EMP00085,Converted,2025-12-29T03:59:00,85
LED003081,Cold Call,CUS0006121,,0671192544,pmora@example.net,PRD-WL03,EMP00211,Disqualified,2025-04-16T05:34:00,32
LED003082,Web Form,,อชิตะวีร์ ดาบเพ็ชร์,0633938460,suzanne65@example.org,PRD-FD01,EMP00183,Converted,2025-03-12T01:28:00,42
LED003083,Branch Walk-in,,ศดิศ นวลเพ็ง,0640392317,jcarroll@example.org,PRD-DC01,EMP00074,Qualified,2025-02-10T16:07:00,97
LED003084,Campaign,,วิทูลย์ ดีตพันธุ์,0899397210,kinganthony@example.org,PRD-CC01,EMP00176,Contacted,2025-11-05T17:43:00,81
LED003085,Web Form,,ประเสริฐ นฤภัย,0896243731,okline@example.org,PRD-SAV02,EMP00266,New,2025-12-21T06:40:00,70
LED003086,Web Form,CUS0005519,,0833619553,susan45@example.com,PRD-SAV01,EMP00348,Qualified,2025-01-07T03:35:00,100
LED003087,Campaign,,ธาเอก ศรีเผด็จ,0882163489,julie74@example.org,PRD-IN02,EMP00243,Converted,2025-04-23T11:20:00,23
LED003088,Campaign,CUS0004410,,0864364680,shepardpatty@example.com,PRD-WL01,EMP00032,Contacted,2025-10-02T00:47:00,51
LED003089,Cold Call,,สิริกานต์ ถะเกิงชศ,0974972160,lauren37@example.net,PRD-LN02,EMP00282,Disqualified,2026-02-13T03:43:00,50
LED003090,Web Form,CUS0007851,,0691564311,langchristopher@example.net,PRD-SAL01,EMP00100,Converted,2025-05-05T03:32:00,2
LED003091,Cold Call,CUS0004593,,0869518847,michaelpineda@example.net,PRD-DC02,EMP00467,New,2025-07-29T17:19:00,53
LED003092,Branch Walk-in,CUS0003668,,0614086972,johnjoseph@example.net,PRD-DG02,EMP00263,Disqualified,2025-06-01T12:40:00,3
LED003093,Referral,CUS0007666,,0848224420,susanshepherd@example.com,PRD-CC02,EMP00168,New,2026-01-24T19:27:00,6
LED003094,Partner,CUS0002454,,0931076981,lydiamartin@example.org,PRD-FD02,EMP00451,Qualified,2025-03-23T21:46:00,59
LED003095,Campaign,CUS0008677,,0695619953,cynthia19@example.net,PRD-SAV01,EMP00197,Qualified,2025-03-24T11:36:00,54
LED003096,Cold Call,CUS0005618,,0994000162,uharris@example.com,PRD-FD03,EMP00219,Converted,2025-05-10T22:52:00,41
LED003097,Partner,CUS0002601,,0638880265,hflores@example.com,PRD-DG01,EMP00372,Qualified,2026-04-04T12:30:00,25
LED003098,Branch Walk-in,,สุภาลินี เตมิยะเดช,0823925014,mbarry@example.com,PRD-WL03,EMP00167,Contacted,2026-01-17T06:10:00,17
LED003099,Web Form,CUS0001956,,0879100151,browndiane@example.org,PRD-CC01,EMP00135,Disqualified,2025-09-26T14:27:00,13
LED003100,Web Form,,เนตรฤดี ร่มธิติรัตน์,0824161928,kelly66@example.com,PRD-CC03,EMP00056,Converted,2026-02-09T08:35:00,74
LED003101,Partner,,อธิวัตร นฤภัย,0878230995,hilljames@example.org,PRD-WL03,EMP00351,Qualified,2025-06-03T11:23:00,26
LED003102,Branch Walk-in,CUS0007637,,0925601636,michael87@example.org,PRD-LN02,EMP00195,Qualified,2026-01-12T20:53:00,79
LED003103,Partner,CUS0008140,,0641253480,leachangela@example.net,PRD-CC03,EMP00027,Contacted,2026-01-13T07:51:00,96
LED003104,Partner,,อัครพนธ์ ธนูปกรณ์,0648599000,santanadennis@example.net,PRD-WL01,EMP00288,Converted,2025-09-27T20:07:00,72
LED003105,Cold Call,CUS0001878,,0647391507,tony62@example.net,PRD-SAV02,EMP00495,Qualified,2025-07-31T04:03:00,57
LED003106,Campaign,CUS0004180,,0894850822,agardner@example.net,PRD-FD02,EMP00128,Qualified,2025-08-15T18:30:00,20
LED003107,Campaign,CUS0001727,,0639599687,weberian@example.net,PRD-WL04,EMP00294,Contacted,2026-04-19T12:03:00,100
LED003108,Campaign,CUS0008534,,0931724030,katherine24@example.net,PRD-IN02,EMP00253,Converted,2025-08-03T13:42:00,77
LED003109,Web Form,,ภูวัน บุญญาไลย์,0930369527,fmcclain@example.net,PRD-FD02,EMP00234,Disqualified,2025-12-23T08:48:00,98
LED003110,Campaign,CUS0001559,,0837939530,jenniferschwartz@example.net,PRD-DC02,EMP00495,Converted,2026-02-27T23:55:00,6
LED003111,Branch Walk-in,CUS0009247,,0634842099,wagnersarah@example.org,PRD-FD01,EMP00138,New,2025-08-03T13:11:00,73
LED003112,Web Form,CUS0004602,,0841130229,gwells@example.net,PRD-FD02,EMP00411,Converted,2025-09-03T09:05:00,41
LED003113,Web Form,CUS0007011,,0886941581,christopherlindsey@example.com,PRD-LN02,EMP00069,Converted,2025-01-28T04:45:00,46
LED003114,Web Form,CUS0008940,,0636075857,michaelbrewer@example.net,PRD-CC03,EMP00237,Qualified,2025-09-01T07:26:00,25
LED003115,Partner,CUS0009255,,0896644103,cschneider@example.com,PRD-LN02,EMP00093,Disqualified,2026-04-28T10:00:00,57
LED003116,Partner,,ชัชนันท์ พรสีมา,0921897504,tschmidt@example.org,PRD-FD01,EMP00138,Qualified,2025-09-12T01:14:00,32
LED003117,Campaign,,ณัฐวรินทร ถนัดกลึง,0668094474,brent83@example.net,PRD-FD02,EMP00252,New,2025-07-03T04:24:00,89
LED003118,Cold Call,,จักรชัย ธรรมเมธา,0825907200,whitewilliam@example.net,PRD-CC03,EMP00132,Contacted,2026-01-18T00:09:00,63
LED003119,Branch Walk-in,CUS0002232,,0656813506,rsmith@example.net,PRD-DG01,EMP00362,New,2025-11-11T03:13:00,63
LED003120,Branch Walk-in,,ผกาทิพย์ ไทนิยม,0628775144,anthonyvilla@example.com,PRD-FD02,EMP00453,Converted,2026-03-17T06:30:00,95
LED003121,Campaign,,เกศรา งามพิเชษฐ์,0931702514,rebeccacarpenter@example.net,PRD-IN01,EMP00303,Disqualified,2025-01-05T07:52:00,45
LED003122,Web Form,,นพรัตน์ นิละทัต,0989238109,johnsondaniel@example.net,PRD-DG02,EMP00425,Disqualified,2025-12-10T04:48:00,80
LED003123,Branch Walk-in,,ภารวี ฉัพพรรณธนกูร,0842809964,zachary14@example.org,PRD-SAV02,EMP00215,Contacted,2025-05-09T14:52:00,78
LED003124,Branch Walk-in,,นรีรัตน์ นากกนก,0627672881,drakejasmine@example.com,PRD-SAV02,EMP00146,New,2025-03-06T20:24:00,71
LED003125,Cold Call,,จรรยพร สงประเสริฐ,0949048274,howard61@example.net,PRD-SAV01,EMP00432,Qualified,2025-03-27T14:58:00,51
LED003126,Partner,CUS0004230,,0916772181,ibrooks@example.org,PRD-SAV02,EMP00024,Contacted,2025-06-07T21:18:00,47
LED003127,Referral,,ไมล์ ทองเนื้อดี,0690508462,moralesmelody@example.net,PRD-LN03,EMP00206,Converted,2025-04-29T17:46:00,56
LED003128,Referral,CUS0009310,,0671672188,jenniferharris@example.com,PRD-WL03,EMP00496,Converted,2025-12-12T01:41:00,92
LED003129,Referral,CUS0008318,,0998565963,davidwoodard@example.org,PRD-CC01,EMP00189,Contacted,2025-11-03T13:08:00,67
LED003130,Partner,CUS0005096,,0848126176,williamsmelissa@example.net,PRD-WL02,EMP00265,Disqualified,2025-04-20T20:57:00,10
LED003131,Referral,,สรายุทธ ไทไชโย,0929646488,ccook@example.com,PRD-DC02,EMP00266,Contacted,2026-02-07T23:22:00,68
LED003132,Web Form,,มารีนี บุนยาภิสนท์,0817892404,ipeters@example.com,PRD-LN03,EMP00020,New,2025-07-30T03:19:00,91
LED003133,Referral,CUS0005411,,0678246646,icrawford@example.com,PRD-FD02,EMP00374,New,2025-02-20T14:33:00,34
LED003134,Referral,CUS0005289,,0618549866,david55@example.net,PRD-SAL01,EMP00451,New,2026-03-30T10:08:00,64
LED003135,Referral,,ศศิยา บุตราช,0828709837,renee80@example.com,PRD-IN01,EMP00219,Qualified,2025-03-05T22:42:00,68
LED003136,Cold Call,CUS0000687,,0873906151,lewisgeorge@example.net,PRD-WL03,EMP00038,Disqualified,2025-06-07T21:24:00,79
LED003137,Branch Walk-in,,เลิศเดช ทหารแท้,0924321410,sharonmullen@example.org,PRD-CC04,EMP00083,New,2025-05-31T08:15:00,85
LED003138,Campaign,,ปัณณธร ขอหมั่นกลาง,0643263124,dcosta@example.org,PRD-IN02,EMP00280,Disqualified,2026-03-26T15:48:00,41
LED003139,Branch Walk-in,CUS0001115,,0966098929,kristensolis@example.net,PRD-FD01,EMP00141,Contacted,2025-03-12T07:39:00,5
LED003140,Cold Call,,ภูมิปัญญา กุมารบุญ,0647006913,garzatroy@example.org,PRD-FD03,EMP00491,Disqualified,2026-01-26T15:59:00,26
LED003141,Campaign,,ฐิตาพร บุญศล,0949253803,karen76@example.com,PRD-CC02,EMP00487,Disqualified,2025-07-16T05:29:00,93
LED003142,Referral,CUS0000867,,0999561723,davidcox@example.net,PRD-DG01,EMP00437,New,2025-12-15T06:33:00,64
LED003143,Campaign,CUS0008339,,0683274431,dcohen@example.com,PRD-SAL01,EMP00433,Converted,2025-02-12T02:40:00,0
LED003144,Campaign,,ปิ่นบุญญา ทองแท้,0675056658,gambletonya@example.com,PRD-LN03,EMP00164,Qualified,2025-12-26T12:44:00,13
LED003145,Partner,CUS0009666,,0612234263,austindavid@example.net,PRD-CC02,EMP00291,Converted,2025-11-02T17:18:00,44
LED003146,Partner,CUS0009542,,0694164973,richardsonsandra@example.net,PRD-CC04,EMP00188,Contacted,2025-06-03T00:22:00,51
LED003147,Branch Walk-in,CUS0001557,,0814847184,nstevenson@example.org,PRD-IN02,EMP00112,Converted,2025-12-24T07:10:00,43
LED003148,Cold Call,,คมคาย แหยมศิริ,0881478715,lisa20@example.org,PRD-DC01,EMP00173,Converted,2025-03-05T10:56:00,23
LED003149,Branch Walk-in,,ประยุทธ์ ร่มธิติรัตน์,0694326836,marissanolan@example.com,PRD-CC01,EMP00335,Qualified,2026-01-04T05:29:00,12
LED003150,Referral,CUS0003836,,0613971684,tphillips@example.net,PRD-LN02,EMP00463,Converted,2025-06-02T18:28:00,40
LED003151,Campaign,CUS0004719,,0951135884,kristine54@example.org,PRD-LN04,EMP00408,Converted,2025-11-29T18:23:00,57
LED003152,Cold Call,CUS0002743,,0670116918,goldenlouis@example.net,PRD-SAV02,EMP00445,Converted,2025-07-30T14:31:00,35
LED003153,Campaign,CUS0005421,,0842315246,morganemily@example.com,PRD-WL01,EMP00358,Disqualified,2025-10-21T07:00:00,70
LED003154,Partner,CUS0004635,,0913050343,courtney13@example.net,PRD-CC01,EMP00314,Contacted,2025-04-04T12:44:00,92
LED003155,Referral,,ณัฐวรินทร ซูสารอ,0834075485,ahobbs@example.net,PRD-IN02,EMP00354,Contacted,2025-06-02T02:37:00,11
LED003156,Web Form,,ทานตะวัน นะวะมันดร,0634977314,allenmichael@example.org,PRD-DC01,EMP00250,Disqualified,2025-05-10T20:46:00,25
LED003157,Web Form,CUS0007486,,0898256009,michelle55@example.org,PRD-DG01,EMP00468,Disqualified,2026-02-08T12:21:00,97
LED003158,Campaign,CUS0004165,,0932991073,yshaffer@example.org,PRD-IN01,EMP00301,Qualified,2025-09-14T18:38:00,3
LED003159,Branch Walk-in,CUS0004412,,0911237001,ishelton@example.net,PRD-IN01,EMP00200,Disqualified,2025-10-24T23:35:00,59
LED003160,Cold Call,CUS0004600,,0698390493,maria94@example.org,PRD-IN01,EMP00141,Qualified,2025-10-27T19:15:00,21
LED003161,Campaign,CUS0000611,,0961305124,hornjames@example.net,PRD-DC02,EMP00197,Converted,2025-11-18T14:35:00,99
LED003162,Partner,CUS0008482,,0855624480,don45@example.net,PRD-DG01,EMP00385,New,2025-12-31T09:08:00,25
LED003163,Cold Call,CUS0005549,,0698628532,jamesgarrison@example.net,PRD-CC01,EMP00367,New,2025-09-02T20:32:00,31
LED003164,Cold Call,CUS0007314,,0998100237,ayersbrenda@example.org,PRD-WL01,EMP00232,Contacted,2025-12-16T12:08:00,39
LED003165,Referral,CUS0009804,,0882281187,lorisingh@example.com,PRD-DC01,EMP00456,Disqualified,2025-03-31T13:28:00,60
LED003166,Referral,,กะดิรัตน์ เขียวขุ้ย,0874861196,reedlatoya@example.net,PRD-DC01,EMP00443,Disqualified,2026-04-26T07:22:00,44
LED003167,Campaign,,นิรันดร์ เดชคุ้ม,0926779414,jennifer76@example.com,PRD-DG01,EMP00305,Disqualified,2025-11-18T19:01:00,60
LED003168,Cold Call,CUS0007433,,0893401483,jonesalexandra@example.com,PRD-IN01,EMP00106,Contacted,2025-06-08T03:50:00,83
LED003169,Campaign,,จณิตตา ทองแท้,0948298468,thomasglenda@example.com,PRD-DG01,EMP00428,New,2026-04-19T10:30:00,45
LED003170,Campaign,CUS0000541,,0696417148,morriskristina@example.org,PRD-LN04,EMP00271,Converted,2025-12-08T12:40:00,19
LED003171,Web Form,CUS0001788,,0959450344,jonathon56@example.org,PRD-WL03,EMP00273,Qualified,2025-07-07T18:57:00,70
LED003172,Campaign,CUS0000188,,0828659621,gutierrezmichael@example.com,PRD-FD03,EMP00408,Qualified,2025-01-16T03:09:00,5
LED003173,Partner,,วรรณาต ตวงทอง,0678758937,zsantiago@example.org,PRD-FD01,EMP00433,New,2025-06-13T00:38:00,82
LED003174,Referral,CUS0004821,,0681255765,moradakota@example.net,PRD-SAL01,EMP00135,Qualified,2026-03-13T23:08:00,40
LED003175,Partner,,วิชา ถนัดหัตถกรรม,0932203677,carterariel@example.com,PRD-WL02,EMP00336,New,2025-02-14T01:22:00,100
