account_id,account_number,primary_customer_id,product_id,branch_id,open_date,currency,current_balance_thb,available_balance_thb,status
ACC00009043,890-9-32190-8,CUS0005966,PRD-SAV02,BR0020,2021-03-10,THB,5280.81,5175.19,Active
ACC00009044,626-9-13577-4,CUS0002995,PRD-SAV01,BR0046,2019-03-14,THB,1836772.45,1800037.0,Dormant
ACC00009045,863-7-43589-4,CUS0007026,PRD-SAL01,BR0037,2021-05-13,THB,1226.66,1202.13,Active
ACC00009046,800-2-80600-4,CUS0002886,PRD-CUR01,BR0010,2024-11-05,THB,195774.46,191858.97,Active
ACC00009047,576-2-78362-3,CUS0003555,PRD-CUR01,BR0041,2019-03-08,THB,7899.87,7741.87,Active
ACC00009048,568-7-70423-8,CUS0009032,PRD-SAV02,BR0047,2022-12-11,THB,182016.78,178376.44,Active
ACC00009049,479-9-29700-1,CUS0006833,PRD-SAL01,BR0036,2025-04-03,THB,66918.45,65580.08,Active
ACC00009050,158-7-20184-8,CUS0008421,PRD-SAV02,BR0043,2020-11-11,THB,1063622.09,1042349.65,Active
ACC00009051,125-1-42276-4,CUS0009012,PRD-SAV01,BR0024,2025-09-16,THB,164161.13,160877.91,Active
ACC00009052,933-7-23887-4,CUS0002670,PRD-SAV02,BR0031,2023-11-23,THB,119094.21,116712.33,Active
ACC00009053,109-6-60380-6,CUS0000726,PRD-SAL01,BR0027,2022-04-14,THB,46625.95,45693.43,Dormant
ACC00009054,875-2-46559-4,CUS0001898,PRD-SAV01,BR0010,2018-07-26,THB,10181.91,9978.27,Active
ACC00009055,383-9-53538-8,CUS0001718,PRD-SAV01,BR0002,2021-02-20,THB,17068.67,16727.3,Active
ACC00009056,925-3-39470-7,CUS0006756,PRD-CUR01,BR0039,2021-04-12,THB,899.87,881.87,Active
ACC00009057,710-6-50097-2,CUS0007492,PRD-CUR01,BR0020,2023-02-06,THB,61172.99,59949.53,Active
ACC00009058,631-8-21394-6,CUS0000398,PRD-SAL01,BR0019,2025-11-28,THB,137947.42,135188.47,Active
ACC00009059,599-6-41084-4,CUS0007899,PRD-SAV02,BR0021,2020-04-30,THB,55185.03,54081.33,Active
ACC00009060,944-0-66997-2,CUS0000584,PRD-SAV02,BR0038,2022-05-04,THB,1755237.7,1720132.95,Active
ACC00009061,990-8-18482-3,CUS0005386,PRD-SAV02,BR0010,2020-05-08,THB,793783.96,777908.28,Active
ACC00009062,629-0-13794-4,CUS0001642,PRD-SAV01,BR0019,2023-06-14,THB,1468583.71,1439212.04,Active
ACC00009063,994-3-89336-5,CUS0009936,PRD-CUR01,BR0032,2019-07-28,THB,180353.98,176746.9,Active
ACC00009064,522-6-28562-7,CUS0000805,PRD-CUR01,BR0042,2021-04-25,THB,678728.42,665153.85,Active
ACC00009065,682-5-13719-9,CUS0009779,PRD-CUR01,BR0019,2025-10-07,THB,30481.52,29871.89,Dormant
ACC00009066,234-0-90149-3,CUS0009858,PRD-CUR01,BR0050,2021-12-10,THB,83831.95,82155.31,Active
ACC00009067,447-0-81878-1,CUS0004366,PRD-SAV01,BR0033,2026-02-06,THB,1923697.36,1885223.41,Active
ACC00009068,344-3-28618-6,CUS0001593,PRD-SAV01,BR0004,2021-06-16,THB,1523213.07,1492748.81,Active
ACC00009069,879-7-77845-4,CUS0001835,PRD-CUR01,BR0029,2023-04-14,THB,1350144.45,1323141.56,Dormant
ACC00009070,874-1-16317-2,CUS0009267,PRD-SAL01,BR0025,2026-03-30,THB,590389.84,578582.04,Closed
ACC00009071,286-8-10801-6,CUS0004734,PRD-SAV02,BR0021,2024-01-22,THB,96403.61,94475.54,Active
ACC00009072,191-6-19493-9,CUS0003712,PRD-CUR01,BR0023,2025-10-19,THB,101380.72,99353.11,Active
ACC00009073,676-3-11480-4,CUS0009892,PRD-SAV02,BR0006,2024-10-21,THB,1480506.31,1450896.18,Active
ACC00009074,575-0-20871-2,CUS0002082,PRD-SAV02,BR0047,2023-04-24,THB,1938581.88,1899810.24,Closed
ACC00009075,201-0-17678-5,CUS0005055,PRD-SAV01,BR0045,2023-05-12,THB,976131.05,956608.43,Active
ACC00009076,918-3-12230-5,CUS0004143,PRD-SAL01,BR0043,2025-03-21,THB,9581.78,9390.14,Dormant
ACC00009077,319-7-22608-5,CUS0003867,PRD-SAV01,BR0028,2020-05-09,THB,781.36,765.73,Active
ACC00009078,313-2-82515-8,CUS0006522,PRD-SAV02,BR0041,2023-07-16,THB,4217.21,4132.87,Active
ACC00009079,611-9-66221-1,CUS0009980,PRD-SAL01,BR0034,2025-09-26,THB,78964.53,77385.24,Active
ACC00009080,477-7-17713-9,CUS0004735,PRD-SAV01,BR0041,2022-09-28,THB,152047.72,149006.77,Active
ACC00009081,376-6-52248-3,CUS0000069,PRD-SAV02,BR0037,2020-02-26,THB,40369.73,39562.34,Active
ACC00009082,951-9-79652-8,CUS0002054,PRD-SAL01,BR0029,2021-01-07,THB,2658.04,2604.88,Active
ACC00009083,236-0-91678-0,CUS0008866,PRD-SAV02,BR0020,2025-04-15,THB,4542.32,4451.47,Active
ACC00009084,768-9-19040-6,CUS0008164,PRD-SAL01,BR0002,2020-08-17,THB,4098.9,4016.92,Active
ACC00009085,784-7-68227-0,CUS0007921,PRD-SAV02,BR0030,2024-01-01,THB,1547609.51,1516657.32,Active
ACC00009086,374-4-96355-1,CUS0009554,PRD-SAV02,BR0006,2019-11-01,THB,19756.76,19361.62,Active
ACC00009087,511-6-53769-0,CUS0001629,PRD-SAV01,BR0007,2023-09-11,THB,1844654.23,1807761.15,Active
ACC00009088,193-2-67203-5,CUS0006832,PRD-SAL01,BR0011,2025-07-08,THB,1315418.37,1289110.0,Active
ACC00009089,252-6-38742-3,CUS0005538,PRD-SAL01,BR0015,2020-02-19,THB,13102.78,12840.72,Active
ACC00009090,655-4-56373-6,CUS0003951,PRD-SAL01,BR0033,2022-07-31,THB,542698.02,531844.06,Active
ACC00009091,391-8-34072-9,CUS0008501,PRD-SAL01,BR0002,2018-06-17,THB,160440.93,157232.11,Active
ACC00009092,499-8-49142-9,CUS0006640,PRD-SAV02,BR0042,2024-01-09,THB,1316749.26,1290414.27,Active
ACC00009093,328-4-85894-4,CUS0007242,PRD-CUR01,BR0033,2019-03-26,THB,2697.66,2643.71,Dormant
ACC00009094,963-7-20812-3,CUS0002815,PRD-CUR01,BR0003,2021-09-21,THB,1334419.1,1307730.72,Active
ACC00009095,977-8-45063-0,CUS0008686,PRD-SAL01,BR0007,2022-04-07,THB,3589.76,3517.96,Active
ACC00009096,728-3-88165-8,CUS0002303,PRD-CUR01,BR0005,2025-03-13,THB,19240.49,18855.68,Active
ACC00009097,598-5-23524-0,CUS0009890,PRD-CUR01,BR0011,2025-08-30,THB,1742919.14,1708060.76,Active
ACC00009098,424-6-79438-7,CUS0005374,PRD-SAV02,BR0020,2022-05-06,THB,1369.9,1342.5,Active
ACC00009099,372-8-63480-0,CUS0005137,PRD-SAV01,BR0029,2024-03-28,THB,1840719.16,1803904.78,Active
ACC00009100,677-5-56985-9,CUS0003447,PRD-SAL01,BR0042,2024-01-22,THB,26055.14,25534.04,Dormant
ACC00009101,912-8-83089-5,CUS0002817,PRD-SAV02,BR0033,2022-12-18,THB,6264.57,6139.28,Active
ACC00009102,874-8-83159-0,CUS0003832,PRD-SAV02,BR0042,2018-09-27,THB,85444.11,83735.23,Active
ACC00009103,767-4-53167-3,CUS0007984,PRD-CUR01,BR0035,2020-10-01,THB,10102.57,9900.52,Active
ACC00009104,676-6-66613-7,CUS0005777,PRD-SAV02,BR0036,2023-02-23,THB,13959.48,13680.29,Closed
ACC00009105,516-6-38556-5,CUS0008358,PRD-SAV01,BR0011,2021-05-28,THB,1138145.06,1115382.16,Active
ACC00009106,820-1-25143-5,CUS0001628,PRD-SAV01,BR0036,2018-08-28,THB,9092.95,8911.09,Active
ACC00009107,346-9-22121-8,CUS0001241,PRD-SAV02,BR0006,2026-01-28,THB,2485.35,2435.64,Dormant
ACC00009108,579-0-33400-1,CUS0002908,PRD-CUR01,BR0017,2025-10-12,THB,13287.11,13021.37,Active
ACC00009109,446-5-86924-0,CUS0008267,PRD-CUR01,BR0048,2022-11-01,THB,279422.46,273834.01,Active
ACC00009110,669-5-21566-4,CUS0008309,PRD-CUR01,BR0001,2022-12-13,THB,6851.12,6714.1,Active
ACC00009111,718-9-93880-6,CUS0004349,PRD-SAL01,BR0032,2021-11-24,THB,43907.98,43029.82,Active
ACC00009112,743-7-24268-1,CUS0004261,PRD-SAV02,BR0016,2019-10-04,THB,179036.36,175455.63,Active
ACC00009113,646-9-70225-5,CUS0003008,PRD-SAV02,BR0031,2025-10-03,THB,1434564.58,1405873.29,Active
ACC00009114,879-9-82268-9,CUS0004809,PRD-CUR01,BR0023,2024-06-10,THB,98902.81,96924.75,Active
ACC00009115,589-6-84696-5,CUS0005465,PRD-SAV02,BR0013,2022-12-18,THB,63702.67,62428.62,Active
ACC00009116,392-1-25789-9,CUS0001505,PRD-CUR01,BR0043,2018-05-24,THB,525384.41,514876.72,Dormant
ACC00009117,583-8-83807-3,CUS0005239,PRD-SAL01,BR0032,2025-10-22,THB,443201.55,434337.52,Active
ACC00009118,401-9-67244-9,CUS0002422,PRD-SAV01,BR0042,2023-02-11,THB,157116.27,153973.94,Active
ACC00009119,855-9-74218-1,CUS0009325,PRD-SAL01,BR0017,2022-07-25,THB,1240922.12,1216103.68,Active
ACC00009120,466-7-41892-8,CUS0005423,PRD-SAL01,BR0033,2022-01-30,THB,18513.62,18143.35,Active
ACC00009121,373-0-64240-5,CUS0009161,PRD-SAL01,BR0037,2021-03-11,THB,9545.86,9354.94,Active
ACC00009122,991-2-78328-6,CUS0005514,PRD-SAV02,BR0013,2023-02-13,THB,228498.92,223928.94,Active
ACC00009123,202-4-55390-5,CUS0004452,PRD-CUR01,BR0015,2025-10-09,THB,554261.57,543176.34,Active
ACC00009124,786-6-42322-2,CUS0006825,PRD-CUR01,BR0041,2021-03-03,THB,18447.84,18078.88,Active
ACC00009125,171-4-39866-9,CUS0005523,PRD-SAV01,BR0019,2026-04-27,THB,17253.5,16908.43,Dormant
ACC00009126,937-1-28157-0,CUS0004225,PRD-SAV02,BR0007,2018-12-02,THB,10706.9,10492.76,Closed
ACC00009127,908-6-89479-6,CUS0004865,PRD-CUR01,BR0021,2018-05-28,THB,152050.64,149009.63,Active
ACC00009128,695-6-44480-1,CUS0009605,PRD-SAV01,BR0034,2019-04-21,THB,4156.53,4073.4,Active
ACC00009129,463-5-97802-4,CUS0009917,PRD-SAV01,BR0012,2024-08-25,THB,11854.57,11617.48,Active
ACC00009130,226-5-64424-6,CUS0006036,PRD-SAV01,BR0006,2020-01-13,THB,39349.26,38562.27,Dormant
ACC00009131,259-6-55192-8,CUS0008001,PRD-SAV01,BR0032,2023-05-24,THB,188580.62,184809.01,Active
ACC00009132,829-0-53557-4,CUS0000688,PRD-SAV01,BR0023,2022-06-19,THB,60479.83,59270.23,Closed
ACC00009133,701-1-58389-7,CUS0000860,PRD-SAV02,BR0033,2024-01-17,THB,152118.09,149075.73,Active
ACC00009134,720-4-47998-7,CUS0004075,PRD-SAL01,BR0005,2021-01-24,THB,197453.21,193504.15,Active
ACC00009135,193-7-11949-2,CUS0002329,PRD-CUR01,BR0041,2026-03-09,THB,149689.36,146695.57,Active
ACC00009136,306-8-73997-0,CUS0001726,PRD-CUR01,BR0011,2021-12-24,THB,5530.54,5419.93,Active
ACC00009137,972-0-43200-6,CUS0007347,PRD-SAV01,BR0033,2022-09-29,THB,1750914.91,1715896.61,Active
ACC00009138,500-5-94377-1,CUS0004592,PRD-CUR01,BR0045,2026-02-21,THB,1778264.83,1742699.53,Active
ACC00009139,910-0-18560-7,CUS0001592,PRD-SAL01,BR0036,2018-04-06,THB,1752483.71,1717434.04,Active
ACC00009140,126-1-33735-2,CUS0003049,PRD-SAL01,BR0012,2024-12-22,THB,143125.37,140262.86,Active
ACC00009141,150-4-20405-1,CUS0007971,PRD-SAV01,BR0006,2021-04-22,THB,1955173.85,1916070.37,Active
ACC00009142,390-3-21701-0,CUS0006666,PRD-SAV01,BR0013,2023-01-21,THB,2301.24,2255.22,Active
ACC00009143,262-0-33148-9,CUS0007139,PRD-SAV02,BR0022,2024-08-19,THB,113612.37,111340.12,Active
ACC00009144,103-5-68777-9,CUS0000219,PRD-SAV02,BR0017,2019-01-22,THB,5792.31,5676.46,Active
ACC00009145,868-9-85868-2,CUS0007188,PRD-CUR01,BR0001,2022-07-02,THB,102635.42,100582.71,Dormant
ACC00009146,735-4-40616-6,CUS0008369,PRD-SAV01,BR0008,2022-03-18,THB,16743.79,16408.91,Active
ACC00009147,928-1-25150-0,CUS0004181,PRD-SAV02,BR0025,2023-02-02,THB,1047870.25,1026912.84,Active
ACC00009148,167-1-52748-3,CUS0009689,PRD-SAV02,BR0007,2023-05-19,THB,15875.37,15557.86,Active
ACC00009149,255-8-92588-7,CUS0000405,PRD-SAV02,BR0046,2025-09-08,THB,67340.47,65993.66,Active
ACC00009150,771-1-42801-4,CUS0008064,PRD-SAV01,BR0007,2020-06-17,THB,432.32,423.67,Active
ACC00009151,174-8-30758-7,CUS0003386,PRD-SAL01,BR0007,2025-04-23,THB,183096.52,179434.59,Active
ACC00009152,625-2-10095-0,CUS0007840,PRD-SAV02,BR0020,2019-07-24,THB,104438.25,102349.48,Active
ACC00009153,925-9-30844-2,CUS0000943,PRD-SAV02,BR0036,2022-12-25,THB,310283.98,304078.3,Active
ACC00009154,235-7-41229-4,CUS0003663,PRD-SAL01,BR0021,2021-11-24,THB,449064.94,440083.64,Active
ACC00009155,229-7-78107-6,CUS0003418,PRD-CUR01,BR0040,2025-05-01,THB,151388.4,148360.63,Active
ACC00009156,621-5-54164-2,CUS0003136,PRD-CUR01,BR0033,2021-06-30,THB,6128.68,6006.11,Active
ACC00009157,526-5-76365-3,CUS0003912,PRD-CUR01,BR0045,2021-02-08,THB,86663.0,84929.74,Active
ACC00009158,255-5-64014-4,CUS0004853,PRD-CUR01,BR0037,2022-12-14,THB,199688.41,195694.64,Active
ACC00009159,111-2-56140-0,CUS0000771,PRD-CUR01,BR0019,2019-11-11,THB,1455053.57,1425952.5,Active
ACC00009160,179-1-66021-3,CUS0008892,PRD-CUR01,BR0041,2021-12-19,THB,1499199.62,1469215.63,Active
ACC00009161,874-4-41129-2,CUS0002778,PRD-SAV01,BR0017,2025-09-20,THB,148396.57,145428.64,Active
ACC00009162,756-7-64587-7,CUS0001906,PRD-SAV01,BR0033,2019-11-08,THB,169162.65,165779.4,Active
ACC00009163,507-5-77036-8,CUS0008440,PRD-SAV02,BR0024,2025-09-07,THB,99388.33,97400.56,Active
ACC00009164,675-5-89659-1,CUS0000581,PRD-SAV01,BR0031,2024-01-11,THB,6293.68,6167.81,Active
ACC00009165,715-3-23610-6,CUS0003986,PRD-SAL01,BR0026,2021-09-17,THB,3428.37,3359.8,Active
ACC00009166,835-9-66516-5,CUS0006795,PRD-SAL01,BR0013,2024-01-19,THB,3186.01,3122.29,Active
ACC00009167,852-9-84126-3,CUS0005722,PRD-SAV01,BR0028,2021-06-01,THB,1365321.44,1338015.01,Active
ACC00009168,151-1-43463-1,CUS0001734,PRD-SAV02,BR0006,2022-08-06,THB,2704.3,2650.21,Active
ACC00009169,166-9-92822-8,CUS0009324,PRD-SAV01,BR0031,2018-03-03,THB,40401.77,39593.73,Active
ACC00009170,329-4-85568-4,CUS0008538,PRD-SAV02,BR0017,2018-05-15,THB,181081.94,177460.3,Active
ACC00009171,224-1-34993-4,CUS0003860,PRD-CUR01,BR0004,2024-07-27,THB,153832.19,150755.55,Active
ACC00009172,350-6-67992-4,CUS0000038,PRD-SAV02,BR0031,2022-08-05,THB,6865.22,6727.92,Active
ACC00009173,212-3-82323-3,CUS0009819,PRD-SAV01,BR0030,2025-07-17,THB,12410.55,12162.34,Active
ACC00009174,362-0-57521-1,CUS0004462,PRD-SAV01,BR0048,2023-11-15,THB,147952.83,144993.77,Active
ACC00009175,421-7-42124-4,CUS0005095,PRD-SAV01,BR0035,2020-06-13,THB,10854.39,10637.3,Active
ACC00009176,689-9-23967-2,CUS0001734,PRD-CUR01,BR0044,2023-11-04,THB,10931.52,10712.89,Active
ACC00009177,170-0-72478-4,CUS0009585,PRD-SAL01,BR0005,2023-01-05,THB,16682.75,16349.1,Dormant
ACC00009178,976-6-34964-9,CUS0008064,PRD-CUR01,BR0048,2023-11-13,THB,103250.71,101185.7,Active
ACC00009179,551-8-42880-2,CUS0006148,PRD-SAV01,BR0007,2025-04-24,THB,1326377.81,1299850.25,Active
ACC00009180,766-6-40891-5,CUS0006236,PRD-SAV01,BR0030,2023-09-27,THB,17628.14,17275.58,Active
ACC00009181,408-7-71380-9,CUS0002462,PRD-SAL01,BR0028,2025-03-21,THB,2432.97,2384.31,Active
ACC00009182,142-1-40739-7,CUS0002922,PRD-SAL01,BR0043,2025-11-17,THB,16232.24,15907.6,Active
ACC00009183,269-8-18410-2,CUS0000886,PRD-SAL01,BR0007,2022-05-09,THB,78690.61,77116.8,Active
ACC00009184,490-9-26668-1,CUS0004816,PRD-CUR01,BR0037,2025-01-28,THB,17932.0,17573.36,Active
ACC00009185,852-0-93151-5,CUS0005000,PRD-CUR01,BR0048,2025-03-10,THB,18979.1,18599.52,Active
ACC00009186,170-2-89769-0,CUS0003305,PRD-SAV02,BR0035,2020-05-25,THB,14383.07,14095.41,Active
ACC00009187,640-1-81699-1,CUS0005831,PRD-SAV01,BR0001,2022-08-21,THB,175043.47,171542.6,Active
ACC00009188,468-5-60125-0,CUS0009682,PRD-SAV01,BR0041,2023-04-16,THB,192739.99,188885.19,Active
ACC00009189,899-4-67225-2,CUS0009182,PRD-CUR01,BR0007,2025-06-19,THB,56831.21,55694.59,Active
ACC00009190,415-6-50012-1,CUS0001190,PRD-SAV01,BR0031,2021-10-29,THB,18696.5,18322.57,Active
ACC00009191,759-3-58019-5,CUS0003785,PRD-SAV01,BR0043,2020-03-21,THB,1628835.58,1596258.87,Active
ACC00009192,408-0-46423-5,CUS0002869,PRD-SAV02,BR0039,2025-11-19,THB,16300.0,15974.0,Active
ACC00009193,296-9-65518-5,CUS0005279,PRD-CUR01,BR0025,2019-06-28,THB,138651.68,135878.65,Dormant
ACC00009194,731-1-78247-7,CUS0007185,PRD-SAV02,BR0006,2020-07-15,THB,190841.34,187024.51,Dormant
ACC00009195,906-8-71426-7,CUS0001505,PRD-SAV01,BR0033,2018-11-07,THB,11020.5,10800.09,Active
ACC00009196,799-0-41078-3,CUS0003500,PRD-SAL01,BR0027,2024-01-24,THB,3495.54,3425.63,Active
ACC00009197,156-6-94555-6,CUS0006139,PRD-SAV02,BR0019,2020-04-04,THB,468230.03,458865.43,Active
ACC00009198,716-9-78473-3,CUS0005143,PRD-SAV02,BR0001,2024-12-12,THB,17020.61,16680.2,Closed
ACC00009199,425-2-74321-1,CUS0005759,PRD-CUR01,BR0034,2018-08-13,THB,19472.47,19083.02,Active
ACC00009200,323-6-76556-0,CUS0002093,PRD-SAL01,BR0037,2018-04-11,THB,5200.48,5096.47,Active
ACC00009201,853-0-71408-6,CUS0009362,PRD-SAV01,BR0035,2019-04-03,THB,1764419.78,1729131.38,Active
ACC00009202,909-7-50167-8,CUS0007919,PRD-CUR01,BR0029,2022-05-01,THB,10782.2,10566.56,Active
ACC00009203,234-4-67450-9,CUS0004165,PRD-CUR01,BR0040,2025-02-23,THB,1528595.0,1498023.1,Closed
ACC00009204,183-0-14212-8,CUS0007137,PRD-SAV01,BR0039,2020-06-18,THB,5927.17,5808.63,Active
ACC00009205,841-0-17405-7,CUS0002956,PRD-CUR01,BR0008,2020-05-21,THB,6323.25,6196.78,Active
ACC00009206,341-4-68284-8,CUS0007270,PRD-SAL01,BR0011,2021-09-21,THB,127961.53,125402.3,Active
ACC00009207,373-3-42506-9,CUS0002494,PRD-SAL01,BR0033,2024-02-02,THB,107135.31,104992.6,Active
ACC00009208,597-1-75567-9,CUS0006355,PRD-SAL01,BR0015,2024-01-20,THB,1876899.02,1839361.04,Active
ACC00009209,464-1-85128-9,CUS0009192,PRD-SAV01,BR0026,2019-01-12,THB,10350.79,10143.77,Active
ACC00009210,829-0-68776-4,CUS0004993,PRD-SAL01,BR0002,2021-07-23,THB,23703.2,23229.14,Active
ACC00009211,199-1-31552-7,CUS0001478,PRD-SAV01,BR0001,2023-09-14,THB,1307234.3,1281089.61,Active
ACC00009212,578-4-54181-8,CUS0005303,PRD-SAV01,BR0016,2019-02-18,THB,1586320.25,1554593.84,Active
ACC00009213,613-5-17993-4,CUS0005094,PRD-CUR01,BR0022,2024-11-17,THB,121573.39,119141.92,Active
ACC00009214,187-8-47239-5,CUS0002703,PRD-SAV01,BR0028,2024-10-20,THB,866055.65,848734.54,Active
ACC00009215,765-8-93328-8,CUS0004364,PRD-SAL01,BR0046,2018-04-30,THB,2268.12,2222.76,Dormant
ACC00009216,276-0-65548-4,CUS0001844,PRD-SAL01,BR0044,2021-08-14,THB,106496.49,104366.56,Active
ACC00009217,611-9-92653-2,CUS0008437,PRD-SAV01,BR0025,2023-06-02,THB,31903.43,31265.36,Active
ACC00009218,836-2-36986-3,CUS0007643,PRD-SAV02,BR0038,2025-04-25,THB,1927752.27,1889197.22,Active
ACC00009219,152-3-88748-7,CUS0001207,PRD-CUR01,BR0043,2023-09-24,THB,1048.8,1027.82,Active
ACC00009220,493-4-55120-0,CUS0007096,PRD-SAV02,BR0034,2023-04-16,THB,20347.59,19940.64,Active
ACC00009221,241-2-46162-4,CUS0007775,PRD-SAV02,BR0013,2025-12-24,THB,5329.78,5223.18,Active
ACC00009222,177-9-30886-5,CUS0006395,PRD-CUR01,BR0033,2025-01-30,THB,13937.22,13658.48,Active
ACC00009223,954-0-15836-7,CUS0008353,PRD-SAL01,BR0014,2024-09-13,THB,574.91,563.41,Active
ACC00009224,408-7-88963-2,CUS0001837,PRD-SAV02,BR0049,2024-12-16,THB,111222.54,108998.09,Active
ACC00009225,188-3-41004-4,CUS0008089,PRD-CUR01,BR0025,2021-02-17,THB,905519.53,887409.14,Active
ACC00009226,633-3-38315-2,CUS0009335,PRD-SAV01,BR0022,2018-09-07,THB,95448.34,93539.37,Active
ACC00009227,288-3-63234-9,CUS0007776,PRD-CUR01,BR0043,2023-09-26,THB,216907.02,212568.88,Active
ACC00009228,735-5-42842-6,CUS0009775,PRD-SAV01,BR0014,2018-07-03,THB,176983.54,173443.87,Active
ACC00009229,521-9-95839-4,CUS0004864,PRD-CUR01,BR0017,2025-07-14,THB,1608724.74,1576550.25,Active
ACC00009230,562-5-25219-4,CUS0006282,PRD-SAV02,BR0029,2022-02-26,THB,1558748.64,1527573.67,Active
ACC00009231,181-8-21932-8,CUS0003350,PRD-SAL01,BR0047,2025-05-07,THB,9109.84,8927.64,Active
ACC00009232,622-3-97352-6,CUS0009344,PRD-SAV01,BR0039,2026-03-05,THB,1167390.79,1144042.97,Active
ACC00009233,519-6-38469-5,CUS0000014,PRD-SAV01,BR0046,2025-06-15,THB,6547.13,6416.19,Active
ACC00009234,347-3-86400-7,CUS0008484,PRD-CUR01,BR0036,2022-11-29,THB,1461487.13,1432257.39,Active
ACC00009235,852-1-25697-9,CUS0006314,PRD-SAV01,BR0012,2024-08-03,THB,1317223.1,1290878.64,Active
ACC00009236,122-3-37874-4,CUS0007027,PRD-SAV01,BR0027,2025-02-11,THB,149842.76,146845.9,Active
ACC00009237,393-2-59537-8,CUS0002053,PRD-SAV02,BR0002,2020-12-14,THB,17553.61,17202.54,Dormant
ACC00009238,198-3-62616-9,CUS0005379,PRD-SAV01,BR0022,2021-12-21,THB,121832.46,119395.81,Closed
ACC00009239,443-5-28845-5,CUS0008472,PRD-SAV01,BR0049,2019-11-02,THB,1226526.3,1201995.77,Active
ACC00009240,870-9-14483-8,CUS0004914,PRD-SAL01,BR0034,2020-08-31,THB,79838.67,78241.9,Active
ACC00009241,937-9-64604-6,CUS0006198,PRD-CUR01,BR0039,2023-01-29,THB,9431.79,9243.15,Active
ACC00009242,282-6-32133-8,CUS0003237,PRD-SAL01,BR0024,2024-01-21,THB,1859341.31,1822154.48,Dormant
ACC00009243,329-5-87834-9,CUS0007454,PRD-SAL01,BR0046,2021-04-10,THB,1374468.03,1346978.67,Active
ACC00009244,630-3-78268-5,CUS0000234,PRD-CUR01,BR0011,2019-01-04,THB,1018237.54,997872.79,Active
ACC00009245,912-5-76837-1,CUS0000958,PRD-CUR01,BR0011,2020-10-23,THB,139593.04,136801.18,Active
ACC00009246,780-9-84839-4,CUS0002620,PRD-SAV02,BR0029,2025-12-09,THB,1088.06,1066.3,Active
ACC00009247,254-9-50527-6,CUS0005177,PRD-CUR01,BR0034,2026-03-05,THB,4746.75,4651.81,Active
ACC00009248,744-1-25239-6,CUS0007917,PRD-CUR01,BR0003,2020-12-16,THB,651433.39,638404.72,Active
ACC00009249,729-8-10506-5,CUS0008828,PRD-SAV02,BR0042,2018-06-25,THB,5913.48,5795.21,Active
ACC00009250,582-2-41048-5,CUS0008543,PRD-SAL01,BR0012,2023-10-18,THB,78786.42,77210.69,Active
ACC00009251,845-6-87603-1,CUS0001659,PRD-SAL01,BR0029,2024-04-02,THB,526744.6,516209.71,Active
ACC00009252,858-5-86033-4,CUS0009829,PRD-SAL01,BR0043,2022-08-01,THB,13759.15,13483.97,Active
ACC00009253,116-4-72189-0,CUS0002652,PRD-SAV01,BR0032,2020-03-06,THB,448647.07,439674.13,Active
ACC00009254,973-7-71439-8,CUS0006977,PRD-SAV02,BR0026,2025-10-20,THB,19988.69,19588.92,Dormant
ACC00009255,635-7-93995-9,CUS0002135,PRD-SAL01,BR0005,2023-10-15,THB,91154.99,89331.89,Active
ACC00009256,784-4-78592-0,CUS0004354,PRD-CUR01,BR0017,2024-12-18,THB,1670421.22,1637012.8,Active
ACC00009257,954-3-58855-7,CUS0007400,PRD-CUR01,BR0028,2022-04-29,THB,30172.22,29568.78,Active
ACC00009258,555-8-62927-9,CUS0008220,PRD-CUR01,BR0031,2021-01-03,THB,133509.81,130839.61,Active
ACC00009259,657-1-44139-4,CUS0009879,PRD-SAL01,BR0041,2018-04-24,THB,30749.3,30134.31,Active
ACC00009260,929-3-95712-8,CUS0003243,PRD-CUR01,BR0016,2018-03-15,THB,71608.05,70175.89,Active
ACC00009261,730-3-32707-1,CUS0000720,PRD-SAV01,BR0016,2024-05-08,THB,72742.55,71287.7,Active
ACC00009262,310-2-41259-2,CUS0002954,PRD-SAV02,BR0027,2022-01-06,THB,196600.0,192668.0,Active
ACC00009263,354-8-46904-1,CUS0008532,PRD-SAV01,BR0021,2024-09-12,THB,11451.73,11222.7,Active
ACC00009264,457-0-18871-3,CUS0004710,PRD-CUR01,BR0050,2022-12-16,THB,3660.86,3587.64,Dormant
ACC00009265,811-0-48524-6,CUS0000239,PRD-SAV01,BR0028,2020-09-26,THB,134972.45,132273.0,Active
ACC00009266,848-5-44627-9,CUS0008442,PRD-SAV02,BR0039,2020-07-10,THB,8492.24,8322.4,Active
ACC00009267,178-2-89013-6,CUS0008419,PRD-CUR01,BR0037,2022-12-12,THB,58105.53,56943.42,Active
ACC00009268,251-5-34425-9,CUS0008788,PRD-SAV01,BR0016,2019-07-25,THB,5931.23,5812.61,Active
ACC00009269,992-6-12805-1,CUS0009219,PRD-CUR01,BR0025,2022-09-20,THB,76750.23,75215.23,Active
ACC00009270,776-0-16061-1,CUS0005588,PRD-SAV02,BR0003,2025-02-09,THB,15959.03,15639.85,Active
ACC00009271,842-0-11850-7,CUS0007468,PRD-SAV01,BR0037,2018-03-12,THB,136802.26,134066.21,Active
ACC00009272,815-7-89742-2,CUS0005851,PRD-SAL01,BR0006,2026-04-14,THB,191644.08,187811.2,Active
